,Unnamed: 0,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
9066,9066,760821,975BNAL28-N0,975BNAL28,,-1.0,1,,NSE,1.0
9067,9067,760839,76UP37-SG,76UP37,,-1.0,100,,NSE,1.0
9068,9068,760841,717GJ32-SG,717GJ32,,-1.0,100,,NSE,1.0
9069,9069,760847,754MH37-SG,754MH37,,-1.0,100,,NSE,1.0
9070,9070,760873,YAAP-ST,YAAP,,-1.0,1000,,NSE,5.0
9071,9071,760877,691TN31-SG,691TN31,,-1.0,100,,NSE,1.0
9072,9072,760888,364D040327-TB,364D040327,,-1.0,100,,NSE,1.0
9073,9073,760907,731TN33A-SG,731TN33A,,-1.0,100,,NSE,1.0
9074,9074,760910,754TN36-SG,754TN36,,-1.0,100,,NSE,1.0
9075,9075,760917,778HR40-SG,778HR40,,-1.0,100,,NSE,1.0
9076,9076,760923,KNAGRI-EQ,KNAGRI,,-1.0,1,,NSE,1.0
9077,9077,760920,782MP42-SG,782MP42,,-1.0,100,,NSE,1.0
9078,9078,760928,NEOCHEM-SM,NEOCHEM,,-1.0,1200,,NSE,5.0
9079,9079,760932,782WB45-SG,782WB45,,-1.0,100,,NSE,1.0
9080,9080,760938,775TS53-SG,775TS53,,-1.0,100,,NSE,1.0
9081,9081,760939,91D140526-TB,91D140526,,-1.0,100,,NSE,1.0
9082,9082,760971,GJL-ST,GJL,,-1.0,800,,NSE,5.0
9083,9083,761010,773HR45-SG,773HR45,,-1.0,100,,NSE,1.0
9084,9084,761046,DEFENCE-EQ,DEFENCE,,-1.0,1,,NSE,1.0
9085,9085,761049,767UP41-SG,767UP41,,-1.0,100,,NSE,1.0
9086,9086,761079,805NMC33-N5,805NMC33,,-1.0,1,,NSE,1.0
9087,9087,761112,ACETEC-SM,ACETEC,,-1.0,1200,,NSE,5.0
9088,9088,761118,865IIFL31-Y6,865IIFL31,,-1.0,1,,NSE,1.0
9089,9089,761120,885IIFL29-Y8,885IIFL29,,-1.0,1,,NSE,1.0
9090,9090,761335,KOTYARK-EQ,KOTYARK,,-1.0,1,,NSE,5.0
9091,9091,761270,ALGOQUANT-EQ,ALGOQUANT,,-1.0,1,,NSE,1.0
9092,9092,761345,862AEL31-NM,862AEL31,,-1.0,1,,NSE,1.0
9093,9093,761358,797TOPO35-N0,797TOPO35,,-1.0,1,,NSE,1.0
9094,9094,761364,BANK10ADD-EQ,BANK10ADD,,-1.0,1,,NSE,1.0
9095,9095,761397,1180IFL28A-N0,1180IFL28A,,-1.0,1,,NSE,1.0
9096,9096,761414,699NL30-SG,699NL30,,-1.0,100,,NSE,1.0
9097,9097,761449,78JK46-SG,78JK46,,-1.0,100,,NSE,1.0
9098,9098,761419,769HR42A-SG,769HR42A,,-1.0,100,,NSE,1.0
9099,9099,761447,779WB45-SG,779WB45,,-1.0,100,,NSE,1.0
9100,9100,761450,777KL48-SG,777KL48,,-1.0,100,,NSE,1.0
9101,9101,761463,885ICFL28-N0,885ICFL28,,-1.0,1,,NSE,1.0
9102,9102,761474,757UP38-SG,757UP38,,-1.0,100,,NSE,1.0
9103,9103,761481,364D190327-TB,364D190327,,-1.0,100,,NSE,1.0
9104,9104,761535,779WB51-SG,779WB51,,-1.0,100,,NSE,1.0
9105,9105,761494,BCPL-EQ,BCPL,,-1.0,1,,NSE,1.0
9106,9106,761514,GROWWPSUBK-EQ,GROWWPSUBK,,-1.0,1,,NSE,1.0
9107,9107,761517,716UBI36-N0,716UBI36,,-1.0,1,,NSE,1.0
9108,9108,761542,ARSIFHRMD-SF,ARSIFHRMD,,-1.0,1,,NSE,1.0
9109,9109,761552,742HR32-SG,742HR32,,-1.0,100,,NSE,1.0
9110,9110,761558,774ML35-SG,774ML35,,-1.0,100,,NSE,1.0
9111,9111,761561,757MH36-SG,757MH36,,-1.0,100,,NSE,1.0
9112,9112,761565,78PN36-SG,78PN36,,-1.0,100,,NSE,1.0
9113,9113,761576,788KL46-SG,788KL46,,-1.0,100,,NSE,1.0
9114,9114,761591,ALSDG-SF,ALSDG,,-1.0,1,,NSE,1.0
9115,9115,761653,ISIFHLSDG-SF,ISIFHLSDG,,-1.0,1,,NSE,1.0
9116,9116,761658,807AP51-SG,807AP51,,-1.0,100,,NSE,1.0
9117,9117,761680,POWERICA-EQ,POWERICA,,-1.0,1,,NSE,5.0
9118,9118,761686,182D081026-TB,182D081026,,-1.0,100,,NSE,1.0
9119,9119,761729,AAFS31B-N0,AAFS31B,,-1.0,1,,NSE,1.0
9120,9120,761741,SBINMID150-EQ,SBINMID150,,-1.0,1,,NSE,1.0
9121,9121,761750,806WB49-SG,806WB49,,-1.0,100,,NSE,1.0
9122,9122,761762,802AP42-SG,802AP42,,-1.0,100,,NSE,1.0
9123,9123,762239,GSPCROP-EQ,GSPCROP,,-1.0,1,,NSE,5.0
9124,9124,762430,182D151026-TB,182D151026,,-1.0,100,,NSE,1.0
9125,9125,762422,783CG40-SG,783CG40,,-1.0,100,,NSE,1.0
9126,9126,762548,ASHIKA-EQ,ASHIKA,,-1.0,1,,NSE,5.0
9127,9127,762568,BATLIBOI-EQ,BATLIBOI,,-1.0,1,,NSE,1.0
9128,9128,762643,DISAQ-EQ,DISAQ,,-1.0,1,,NSE,100.0
9129,9129,762695,GRANDOAK-EQ,GRANDOAK,,-1.0,1,,NSE,1.0
9130,9130,762740,KANCHI-BE,KANCHI,,-1.0,1,,NSE,5.0
9131,9131,762727,IWP-EQ,IWP,,-1.0,1,,NSE,1.0
9132,9132,762752,KOTIC-EQ,KOTIC,,-1.0,1,,NSE,1.0
9133,9133,762762,LAHOTIOV-EQ,LAHOTIOV,,-1.0,1,,NSE,1.0
9134,9134,762812,NEAGI-EQ,NEAGI,,-1.0,1,,NSE,10.0
9135,9135,762884,SCANSTL-EQ,SCANSTL,,-1.0,1,,NSE,1.0
9136,9136,762954,TIMEX-EQ,TIMEX,,-1.0,1,,NSE,5.0
9137,9137,763044,1125AFIL29-N0,1125AFIL29,,-1.0,1,,NSE,1.0
9138,9138,762971,WELSPLSOL-EQ,WELSPLSOL,,-1.0,1,,NSE,1.0
9139,9139,763066,777MH44-SG,777MH44,,-1.0,100,,NSE,1.0
9140,9140,763069,779MH54-SG,779MH54,,-1.0,100,,NSE,1.0
9141,9141,763193,783AS46-SG,783AS46,,-1.0,100,,NSE,1.0
9142,9142,763198,764MP34-SG,764MP34,,-1.0,100,,NSE,1.0
9143,9143,7710,714WB32-SG,714WB32,,-1.0,100,,NSE,1.0
9144,9144,7772,843SCFL27-YB,843SCFL27,,-1.0,1,,NSE,1.0
9145,9145,7797,UNIINFO-BE,UNIINFO,,-1.0,1,,NSE,1.0
9146,9146,763199,783MP48-SG,783MP48,,-1.0,100,,NSE,1.0
9147,9147,7880,AUTOBEES-EQ,AUTOBEES,,-1.0,1,,NSE,1.0
9148,9148,7819,714RJ32-SG,714RJ32,,-1.0,100,,NSE,1.0
9149,9149,7838,NETF-EQ,NETF,,-1.0,1,,NSE,1.0
9150,9150,79,ALEMBICLTD-EQ,ALEMBICLTD,,-1.0,1,,NSE,1.0
9151,9151,7942,SILVERIETF-EQ,SILVERIETF,,-1.0,1,,NSE,1.0
9152,9152,7975,1015ECL29-NR,1015ECL29,,-1.0,1,,NSE,1.0
9153,9153,8050,MAHLIFE-EQ,MAHLIFE,,-1.0,1,,NSE,5.0
9154,9154,811,DCMSHRIRAM-EQ,DCMSHRIRAM,,-1.0,1,,NSE,10.0
9155,9155,8110,AWL-EQ,AWL,,-1.0,1,,NSE,1.0
9156,9156,8139,BLBLIMITED-BE,BLBLIMITED,,-1.0,1,,NSE,1.0
9157,9157,8182,MOMOMENTUM-EQ,MOMOMENTUM,,-1.0,1,,NSE,1.0
9158,9158,8190,716KA36-SG,716KA36,,-1.0,100,,NSE,1.0
9159,9159,827,DEEPAKFERT-EQ,DEEPAKFERT,,-1.0,1,,NSE,10.0
9160,9160,8289,709GJ32-SG,709GJ32,,-1.0,100,,NSE,1.0
9161,9161,8302,713KA39-SG,713KA39,,-1.0,100,,NSE,1.0
9162,9162,8329,717KL32-SG,717KL32,,-1.0,100,,NSE,1.0
9163,9163,8357,725TN32-SG,725TN32,,-1.0,100,,NSE,1.0
9164,9164,8477,XELPMOC-EQ,XELPMOC,,-1.0,1,,NSE,1.0
9165,9165,8499,746WB40-SG,746WB40,,-1.0,100,,NSE,1.0
9166,9166,8506,MID150BEES-EQ,MID150BEES,,-1.0,1,,NSE,1.0
9167,9167,8652,VETO-EQ,VETO,,-1.0,1,,NSE,1.0
9168,9168,8576,727ML32-SG,727ML32,,-1.0,100,,NSE,1.0
9169,9169,8585,NLCINDIA-EQ,NLCINDIA,,-1.0,1,,NSE,5.0
9170,9170,8590,74TN42-SG,74TN42,,-1.0,100,,NSE,1.0
9171,9171,8677,ABSLFTTQRG-MF,ABSLFTTQRG,,-1.0,1,,NSE,1.0
9172,9172,8685,73TN32-SG,73TN32,,-1.0,100,,NSE,1.0
9173,9173,8692,734GA32-SG,734GA32,,-1.0,100,,NSE,1.0
9174,9174,8713,74KL37-SG,74KL37,,-1.0,100,,NSE,1.0
9175,9175,8727,SHAILY-EQ,SHAILY,,-1.0,1,,NSE,10.0
9176,9176,8761,H187646RG-MF,H187646RG,,-1.0,1,,NSE,1.0
9177,9177,8975,PARASPETRO-BE,PARASPETRO,,-1.0,1,,NSE,1.0
9178,9178,8953,ELDEHSG-EQ,ELDEHSG,,-1.0,1,,NSE,5.0
9179,9179,8977,752AP42-SG,752AP42,,-1.0,100,,NSE,1.0
9180,9180,92,668UP30-SG,668UP30,,-1.0,100,,NSE,1.0
9181,9181,9354,TAJGVK-EQ,TAJGVK,,-1.0,1,,NSE,5.0
9182,9182,9362,CAMPUS-EQ,CAMPUS,,-1.0,1,,NSE,1.0
9183,9183,937,ELGIEQUIP-EQ,ELGIEQUIP,,-1.0,1,,NSE,5.0
9184,9184,940,PGHL-EQ,PGHL,,-1.0,1,,NSE,50.0
9185,9185,9408,RAINBOW-EQ,RAINBOW,,-1.0,1,,NSE,10.0
9186,9186,9522,SFMP1GR-MF,SFMP1GR,,-1.0,1,,NSE,1.0
9187,9187,9604,772GS2049-GS,772GS2049,,-1.0,1,,NSE,1.0
9188,9188,9532,77RJ32-SG,77RJ32,,-1.0,100,,NSE,1.0
9189,9189,9553,PRUDENT-EQ,PRUDENT,,-1.0,1,,NSE,10.0
9190,9190,9590,POLYCAB-EQ,POLYCAB,,-1.0,1,,NSE,50.0
9191,9191,973,64MH30-SG,64MH30,,-1.0,100,,NSE,1.0
9192,9192,9617,SPLPETRO-EQ,SPLPETRO,,-1.0,1,,NSE,5.0
9193,9193,9771,777GJ31-SG,777GJ31,,-1.0,100,,NSE,1.0
9194,9194,9774,78ML31-SG,78ML31,,-1.0,100,,NSE,1.0
9195,9195,9788,785KL34-SG,785KL34,,-1.0,100,,NSE,1.0
9196,9196,9819,HAVELLS-EQ,HAVELLS,,-1.0,1,,NSE,10.0
9197,9197,985,648AS30-SG,648AS30,,-1.0,100,,NSE,1.0
9198,9198,9821,786MH30-SG,786MH30,,-1.0,100,,NSE,1.0
9199,9199,9862,WEWIN-EQ,WEWIN,,-1.0,1,,NSE,1.0
9200,9200,759439,PATELRMART-EQ,PATELRMART,,-1.0,1,,NSE,1.0
9201,9201,759517,MIDWESTLTD-EQ,MIDWESTLTD,,-1.0,1,,NSE,10.0
9202,9202,759594,73AP37-SG,73AP37,,-1.0,100,,NSE,1.0
9203,9203,759600,364D061126-TB,364D061126,,-1.0,100,,NSE,1.0
9204,9204,759703,754KA39-SG,754KA39,,-1.0,100,,NSE,1.0
9205,9205,759733,715NBFID40-N0,715NBFID40,,-1.0,1,,NSE,1.0
9206,9206,759737,707MH33-SG,707MH33,,-1.0,100,,NSE,1.0
9207,9207,759842,BETA-EQ,BETA,,-1.0,1,,NSE,10.0
9208,9208,759752,MODIS-EQ,MODIS,,-1.0,1,,NSE,5.0
9209,9209,759851,655TN29-SG,655TN29,,-1.0,100,,NSE,1.0
9210,9210,759856,716RJ35-SG,716RJ35,,-1.0,100,,NSE,1.0
9211,9211,759860,75AR45-SG,75AR45,,-1.0,100,,NSE,1.0
9212,9212,759863,675RJ30A-SG,675RJ30A,,-1.0,100,,NSE,1.0
9213,9213,759907,677MH30-SG,677MH30,,-1.0,100,,NSE,1.0
9214,9214,759975,925ECL28-N2,925ECL28,,-1.0,1,,NSE,1.0
9215,9215,759918,75GA36-SG,75GA36,,-1.0,100,,NSE,1.0
9216,9216,759986,706UK32-SG,706UK32,,-1.0,100,,NSE,1.0
9217,9217,759992,AONETMMQ50-EQ,AONETMMQ50,,-1.0,1,,NSE,1.0
9218,9218,760016,724RJ36A-SG,724RJ36A,,-1.0,100,,NSE,1.0
9219,9219,760017,731MN37-SG,731MN37,,-1.0,100,,NSE,1.0
9220,9220,760051,GROWWCAPM-EQ,GROWWCAPM,,-1.0,1,,NSE,1.0
9221,9221,760060,764CG40-SG,764CG40,,-1.0,100,,NSE,1.0
9222,9222,760065,718TN33-SG,718TN33,,-1.0,100,,NSE,1.0
9223,9223,760087,755TS46-SG,755TS46,,-1.0,100,,NSE,1.0
9224,9224,760088,754MP48-SG,754MP48,,-1.0,100,,NSE,1.0
9225,9225,760097,75WB37-SG,75WB37,,-1.0,100,,NSE,1.0
9226,9226,760124,VIJAYPD-ST,VIJAYPD,,-1.0,2000,,NSE,5.0
9227,9227,760131,739TPL28-N0,739TPL28,,-1.0,1,,NSE,1.0
9228,9228,760147,772BR41-SG,772BR41,,-1.0,100,,NSE,1.0
9229,9229,760159,735SPRL28-N0,735SPRL28,,-1.0,1,,NSE,1.0
9230,9230,760211,72190LTFL2-N0,72190LTFL2,,-1.0,1,,NSE,1.0
9231,9231,760229,MEESHO-EQ,MEESHO,,-1.0,1,,NSE,1.0
9232,9232,760266,737AP34-SG,737AP34,,-1.0,100,,NSE,1.0
9233,9233,760268,744AP35-SG,744AP35,,-1.0,100,,NSE,1.0
9234,9234,760271,752TS36-SG,752TS36,,-1.0,100,,NSE,1.0
9235,9235,760284,879SCL30-N0,879SCL30,,-1.0,1,,NSE,1.0
9236,9236,760314,805SICCL35-N0,805SICCL35,,-1.0,1,,NSE,1.0
9237,9237,760321,ENCOMPAS-SM,ENCOMPAS,,-1.0,400,,NSE,5.0
9238,9238,760346,NEPHROPLUS-EQ,NEPHROPLUS,,-1.0,1,,NSE,5.0
9239,9239,760388,745TN55-SG,745TN55,,-1.0,100,,NSE,1.0
9240,9240,760403,850IIFL28-N0,850IIFL28,,-1.0,1,,NSE,1.0
9241,9241,760415,TOP20-EQ,TOP20,,-1.0,1,,NSE,1.0
9242,9242,760503,719KA32-SG,719KA32,,-1.0,100,,NSE,1.0
9243,9243,760512,747TN36-SG,747TN36,,-1.0,100,,NSE,1.0
9244,9244,760522,759TS48-SG,759TS48,,-1.0,100,,NSE,1.0
9245,9245,760560,716KA31-SG,716KA31,,-1.0,100,,NSE,1.0
9246,9246,760580,765RJ40-SG,765RJ40,,-1.0,100,,NSE,1.0
9247,9247,760581,764WB41-SG,764WB41,,-1.0,100,,NSE,1.0
9248,9248,760585,76AP45-SG,76AP45,,-1.0,100,,NSE,1.0
9249,9249,760605,729NHPC41-N0,729NHPC41,,-1.0,1,,NSE,1.0
9250,9250,760621,748KA35-SG,748KA35,,-1.0,100,,NSE,1.0
9251,9251,760631,750TN36A-SG,750TN36A,,-1.0,100,,NSE,1.0
9252,9252,760669,76HR39-SG,76HR39,,-1.0,100,,NSE,1.0
9253,9253,760680,763WB46-SG,763WB46,,-1.0,100,,NSE,1.0
9254,9254,760695,AAFS30C-N0,AAFS30C,,-1.0,1,,NSE,1.0
9255,9255,760722,704SIDBI29-N0,704SIDBI29,,-1.0,1,,NSE,1.0
9256,9256,760747,780TOPL31-N0,780TOPL31,,-1.0,1,,NSE,1.0
9257,9257,760755,767WB44A-SG,767WB44A,,-1.0,100,,NSE,1.0
9258,9258,760756,762WB47-SG,762WB47,,-1.0,100,,NSE,1.0
9259,9259,760769,721TN32A-SG,721TN32A,,-1.0,100,,NSE,1.0
9260,9260,760780,364D210127-TB,364D210127,,-1.0,100,,NSE,1.0
9261,9261,760785,364D040227-TB,364D040227,,-1.0,100,,NSE,1.0
9262,9262,760790,768AP39-SG,768AP39,,-1.0,100,,NSE,1.0
9263,9263,760797,745SDIP36-N0,745SDIP36,,-1.0,1,,NSE,1.0
9264,9264,760809,720PFCL41-NB,720PFCL41,,-1.0,1,,NSE,1.0
9265,9265,760819,785MFL29-N0,785MFL29,,-1.0,1,,NSE,1.0
9266,9266,760842,733KA33-SG,733KA33,,-1.0,100,,NSE,1.0
9267,9267,760844,744MH34-SG,744MH34,,-1.0,100,,NSE,1.0
9268,9268,760861,731PFCL36-N0,731PFCL36,,-1.0,1,,NSE,1.0
9269,9269,760882,74MP35-SG,74MP35,,-1.0,100,,NSE,1.0
9270,9270,760934,784WB47-SG,784WB47,,-1.0,100,,NSE,1.0
9271,9271,760959,730TCHFL28-N0,730TCHFL28,,-1.0,1,,NSE,1.0
9272,9272,760989,745NBFID36-N0,745NBFID36,,-1.0,1,,NSE,1.0
9273,9273,761006,753AP37-SG,753AP37,,-1.0,100,,NSE,1.0
9274,9274,761015,734MP34-SG,734MP34,,-1.0,100,,NSE,1.0
9275,9275,761030,INFRA-EQ,INFRA,,-1.0,1,,NSE,1.0
9276,9276,761080,805NMC34-N6,805NMC34,,-1.0,1,,NSE,1.0
9277,9277,761095,SBIMIDMOM-EQ,SBIMIDMOM,,-1.0,1,,NSE,1.0
9278,9278,761150,VITAL-BE,VITAL,,-1.0,1,,NSE,1.0
9279,9279,761117,852IIFL29-Y5,852IIFL29,,-1.0,1,,NSE,1.0
9280,9280,761121,9IIFL31-Y9,9IIFL31,,-1.0,1,,NSE,1.0
9281,9281,761205,SOCL-ST,SOCL,,-1.0,1600,,NSE,5.0
9282,9282,761206,723BOI35-N0,723BOI35,,-1.0,1,,NSE,1.0
9283,9283,761217,EPWINDIA-ST,EPWINDIA,,-1.0,1200,,NSE,5.0
9284,9284,761324,753SK36A-SG,753SK36A,,-1.0,100,,NSE,1.0
9285,9285,761360,797TOPO36-N0,797TOPO36,,-1.0,1,,NSE,1.0
9286,9286,761362,790ABSLI36-N0,790ABSLI36,,-1.0,1,,NSE,1.0
9287,9287,761376,769HR44-SG,769HR44,,-1.0,100,,NSE,1.0
9288,9288,761413,749JH36-SG,749JH36,,-1.0,100,,NSE,1.0
9289,9289,761418,765MP41-SG,765MP41,,-1.0,100,,NSE,1.0
9290,9290,761436,766JCL31-N0,766JCL31,,-1.0,1,,NSE,1.0
9291,9291,761439,RSL-EQ,RSL,,-1.0,1,,NSE,1.0
9292,9292,761453,738GJ35-SG,738GJ35,,-1.0,100,,NSE,1.0
9293,9293,761460,752GA37-SG,752GA37,,-1.0,100,,NSE,1.0
9294,9294,761465,91ICFL29-N0,91ICFL29,,-1.0,1,,NSE,1.0
9295,9295,761478,746TN35-SG,746TN35,,-1.0,100,,NSE,1.0
9296,9296,761493,788UK46-SG,788UK46,,-1.0,100,,NSE,1.0
9297,9297,761520,784WB47A-SG,784WB47A,,-1.0,100,,NSE,1.0
9298,9298,761524,779UP51-SG,779UP51,,-1.0,100,,NSE,1.0
9299,9299,761540,ARSIFHRG-SF,ARSIFHRG,,-1.0,1,,NSE,1.0
9300,9300,761559,758TN35-SG,758TN35,,-1.0,100,,NSE,1.0
9301,9301,761564,755TN36-SG,755TN36,,-1.0,100,,NSE,1.0
9302,9302,761567,768KA37A-SG,768KA37A,,-1.0,100,,NSE,1.0
9303,9303,761573,783AP43-SG,783AP43,,-1.0,100,,NSE,1.0
9304,9304,761575,788UP46-SG,788UP46,,-1.0,100,,NSE,1.0
9305,9305,761642,784ML36-SG,784ML36,,-1.0,100,,NSE,1.0
9306,9306,761670,AMIRCHAND-EQ,AMIRCHAND,,-1.0,1,,NSE,1.0
9307,9307,761685,91D090726-TB,91D090726,,-1.0,100,,NSE,1.0
9308,9308,761755,809UP56-SG,809UP56,,-1.0,100,,NSE,1.0
9309,9309,761768,VIVIDEL-SM,VIVIDEL,,-1.0,240,,NSE,5.0
9310,9310,761801,87HMDA43-N0,87HMDA43,,-1.0,1,,NSE,1.0
9311,9311,761809,87HMDA39-N0,87HMDA39,,-1.0,1,,NSE,1.0
9312,9312,761826,695RECL28-N0,695RECL28,,-1.0,1,,NSE,1.0
9313,9313,761841,87HMDA34-N0,87HMDA34,,-1.0,1,,NSE,1.0
9314,9314,762432,OMPOWER-EQ,OMPOWER,,-1.0,1,,NSE,1.0
9315,9315,762648,DRAGARWQ-EQ,DRAGARWQ,,-1.0,1,,NSE,10.0
9316,9316,762722,INVPRECQ-EQ,INVPRECQ,,-1.0,1,,NSE,5.0
9317,9317,762859,RAJPALAYAM-EQ,RAJPALAYAM,,-1.0,1,,NSE,5.0
9318,9318,762949,THAKDEV-EQ,THAKDEV,,-1.0,1,,NSE,1.0
9319,9319,762961,ULTRAMAR-EQ,ULTRAMAR,,-1.0,1,,NSE,5.0
9320,9320,763065,755MH34-SG,755MH34,,-1.0,100,,NSE,1.0
9321,9321,763146,750GS2056-GS,750GS2056,,-1.0,1,,NSE,1.0
9322,9322,763197,783KL49-SG,783KL49,,-1.0,100,,NSE,1.0
9323,9323,763067,782TS47-SG,782TS47,,-1.0,100,,NSE,1.0
9324,9324,767,689MP40-SG,689MP40,,-1.0,100,,NSE,1.0
9325,9325,7709,712UP32-SG,712UP32,,-1.0,100,,NSE,1.0
9326,9326,7714,719PN37-SG,719PN37,,-1.0,100,,NSE,1.0
9327,9327,763272,97CCSP29-N0,97CCSP29,,-1.0,1,,NSE,1.0
9328,9328,7777,889SCFL27-YC,889SCFL27,,-1.0,1,,NSE,1.0
9329,9329,7822,731PY35-SG,731PY35,,-1.0,100,,NSE,1.0
9330,9330,7844,AUTOIETF-EQ,AUTOIETF,,-1.0,1,,NSE,1.0
9331,9331,7835,WEL-EQ,WEL,,-1.0,1,,NSE,1.0
9332,9332,7874,734TS34-SG,734TS34,,-1.0,100,,NSE,1.0
9333,9333,7894,645RJ27A-SG,645RJ27A,,-1.0,100,,NSE,1.0
9334,9334,7908,737KA38-SG,737KA38,,-1.0,100,,NSE,1.0
9335,9335,7911,748WB37-SG,748WB37,,-1.0,100,,NSE,1.0
9336,9336,809,BSHSL-EQ,BSHSL,,-1.0,1,,NSE,1.0
9337,9337,7965,MALLCOM-EQ,MALLCOM,,-1.0,1,,NSE,10.0
9338,9338,8013,721RJ32-SG,721RJ32,,-1.0,100,,NSE,1.0
9339,9339,8024,CINEVISTA-EQ,CINEVISTA,,-1.0,1,,NSE,1.0
9340,9340,8109,OILCOUNTUB-BE,OILCOUNTUB,,-1.0,1,,NSE,1.0
9341,9341,8130,705MZ29-SG,705MZ29,,-1.0,100,,NSE,1.0
9342,9342,8146,DEVIT-EQ,DEVIT,,-1.0,1,,NSE,1.0
9343,9343,836,575PY26-SG,575PY26,,-1.0,100,,NSE,1.0
9344,9344,8196,712KA37-SG,712KA37,,-1.0,100,,NSE,1.0
9345,9345,8299,713TS37-SG,713TS37,,-1.0,100,,NSE,1.0
9346,9346,8360,728JH37-SG,728JH37,,-1.0,100,,NSE,1.0
9347,9347,838,645HP29-SG,645HP29,,-1.0,100,,NSE,1.0
9348,9348,8469,MITCON-EQ,MITCON,,-1.0,1,,NSE,1.0
9349,9349,8493,724SK32-SG,724SK32,,-1.0,100,,NSE,1.0
9350,9350,8510,GATEWAY-EQ,GATEWAY,,-1.0,1,,NSE,1.0
9351,9351,855,645RJ30-SG,645RJ30,,-1.0,100,,NSE,1.0
9352,9352,8524,SURANI-ST,SURANI,,-1.0,200,,NSE,5.0
9353,9353,8546,CHALET-EQ,CHALET,,-1.0,1,,NSE,5.0
9354,9354,8568,HITECHGEAR-BE,HITECHGEAR,,-1.0,1,,NSE,5.0
9355,9355,8614,INDOBORAX-EQ,INDOBORAX,,-1.0,1,,NSE,5.0
9356,9356,8651,SFMP61GR-MF,SFMP61GR,,-1.0,1,,NSE,1.0
9357,9357,8681,717TN30-SG,717TN30,,-1.0,100,,NSE,1.0
9358,9358,880,ASTRON-BE,ASTRON,,-1.0,1,,NSE,1.0
9359,9359,8683,729GJ32-SG,729GJ32,,-1.0,100,,NSE,1.0
9360,9360,8695,734MN32A-SG,734MN32A,,-1.0,100,,NSE,1.0
9361,9361,89,67TR30-SG,67TR30,,-1.0,100,,NSE,1.0
9362,9362,8930,729AP34-SG,729AP34,,-1.0,100,,NSE,1.0
9363,9363,8932,734AP40-SG,734AP40,,-1.0,100,,NSE,1.0
9364,9364,8954,TTML-EQ,TTML,,-1.0,1,,NSE,1.0
9365,9365,910,EICHERMOT-EQ,EICHERMOT,,-1.0,1,,NSE,50.0
9366,9366,8974,752AP38-SG,752AP38,,-1.0,100,,NSE,1.0
9367,9367,9437,763MH30-SG,763MH30,,-1.0,100,,NSE,1.0
9368,9368,9523,SFMP1GD-MF,SFMP1GD,,-1.0,1,,NSE,1.0
9369,9369,9552,RVNL-EQ,RVNL,,-1.0,1,,NSE,5.0
9370,9370,9668,HIKAL-EQ,HIKAL,,-1.0,1,,NSE,1.0
9371,9371,9710,TOKYOPLAST-BE,TOKYOPLAST,,-1.0,1,,NSE,1.0
9372,9372,9696,767AP31-SG,767AP31,,-1.0,100,,NSE,1.0
9373,9373,9724,772MH34-SG,772MH34,,-1.0,100,,NSE,1.0
9374,9374,988,648MZ30-SG,648MZ30,,-1.0,100,,NSE,1.0
9375,9375,9797,79AP34-SG,79AP34,,-1.0,100,,NSE,1.0
9376,9376,9869,794TN32-SG,794TN32,,-1.0,100,,NSE,1.0
9377,9377,9870,795HR32-SG,795HR32,,-1.0,100,,NSE,1.0
9378,9378,9923,788NL32-SG,788NL32,,-1.0,100,,NSE,1.0
9379,9379,9943,785RJ37-SG,785RJ37,,-1.0,100,,NSE,1.0
9380,9380,991,65NL30-SG,65NL30,,-1.0,100,,NSE,1.0
9381,9381,9953,784TN52-SG,784TN52,,-1.0,100,,NSE,1.0
9382,9382,759592,985CCSP28-N0,985CCSP28,,-1.0,1,,NSE,1.0
9383,9383,759597,745TS57-SG,745TS57,,-1.0,100,,NSE,1.0
9384,9384,759603,805AIFL32-N0,805AIFL32,,-1.0,1,,NSE,1.0
9385,9385,759706,763MP41-SG,763MP41,,-1.0,100,,NSE,1.0
9386,9386,759707,767UK41-SG,767UK41,,-1.0,100,,NSE,1.0
9387,9387,759712,1180IFL28-N0,1180IFL28,,-1.0,1,,NSE,1.0
9388,9388,759714,724SFL28-N0,724SFL28,,-1.0,1,,NSE,1.0
9389,9389,759735,701TN32-SG,701TN32,,-1.0,100,,NSE,1.0
9390,9390,759738,714MZ33-SG,714MZ33,,-1.0,100,,NSE,1.0
9391,9391,759740,725MH37-SG,725MH37,,-1.0,100,,NSE,1.0
9392,9392,759762,850KGEL30-N0,850KGEL30,,-1.0,1,,NSE,1.0
9393,9393,759820,PINELABS-EQ,PINELABS,,-1.0,1,,NSE,1.0
9394,9394,759861,75TS51-SG,75TS51,,-1.0,100,,NSE,1.0
9395,9395,759872,726JCL30-N0,726JCL30,,-1.0,1,,NSE,1.0
9396,9396,759903,712MPL28-N0,712MPL28,,-1.0,1,,NSE,1.0
9397,9397,760,CGPOWER-EQ,CGPOWER,,-1.0,1,,NSE,5.0
9398,9398,759912,734MH34-SG,734MH34,,-1.0,100,,NSE,1.0
9399,9399,759920,730BTL27-N0,730BTL27,,-1.0,1,,NSE,1.0
9400,9400,759922,740BTL29-N0,740BTL29,,-1.0,1,,NSE,1.0
9401,9401,760039,SUDEEPPHRM-EQ,SUDEEPPHRM,,-1.0,1,,NSE,5.0
